file_name,text,bin_category,normalized_length
/drive/MyDrive/Comp 542/IAM/words/g07/g07-010b/g07-010b-06-05.png,had,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/p02/p02-115/p02-115-02-00.png,yourself,short,0.875
/drive/MyDrive/Comp 542/IAM/words/f07/f07-092a/f07-092a-02-01.png,blind,short,0.5
/drive/MyDrive/Comp 542/IAM/words/l04/l04-098/l04-098-06-05.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e04/e04-095/e04-095-04-07.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g07/g07-030/g07-030-07-01.png,could,short,0.5
/drive/MyDrive/Comp 542/IAM/words/d04/d04-131/d04-131-06-02.png,even,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k07/k07-141/k07-141-01-02.png,?,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h07/h07-063a/h07-063a-00-04.png,provided,short,0.875
/drive/MyDrive/Comp 542/IAM/words/c03/c03-087a/c03-087a-02-01.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l04/l04-159/l04-159-03-03.png,man,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m06/m06-019/m06-019-01-09.png,Lily-yo,short,0.75
/drive/MyDrive/Comp 542/IAM/words/m02/m02-095/m02-095-05-01.png,nurture,short,0.75
/drive/MyDrive/Comp 542/IAM/words/a01/a01-043u/a01-043u-02-04.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l04/l04-163/l04-163-04-01.png,point,short,0.5
/drive/MyDrive/Comp 542/IAM/words/c04/c04-066/c04-066-04-09.png,Play,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/d06/d06-100/d06-100-06-05.png,school,short,0.625
/drive/MyDrive/Comp 542/IAM/words/f04/f04-100/f04-100-02-01.png,before,short,0.625
/drive/MyDrive/Comp 542/IAM/words/b05/b05-055/b05-055-01-12.png,stout,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047j/g06-047j-01-04.png,Anglesey,short,0.875
/drive/MyDrive/Comp 542/IAM/words/g05/g05-087/g05-087-01-00.png,one,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m03/m03-118/m03-118-05-09.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047c/g06-047c-00-07.png,Sir,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a04/a04-092/a04-092-01-00.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/h06/h06-082/h06-082-01-05.png,fixed,short,0.5
/drive/MyDrive/Comp 542/IAM/words/f07/f07-006/f07-006-01-03.png,thus,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/r03/r03-007/r03-007-04-07.png,houses,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011m/g06-011m-04-00.png,resource,short,0.875
/drive/MyDrive/Comp 542/IAM/words/e06/e06-037/e06-037-02-04.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050o/g06-050o-08-07.png,appears,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g06/g06-026f/g06-026f-02-14.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/h07/h07-071/h07-071-06-02.png,offices,short,0.75
/drive/MyDrive/Comp 542/IAM/words/m04/m04-216/m04-216-02-02.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g07/g07-030/g07-030-08-06.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f07/f07-024b/f07-024b-04-02.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/e01/e01-119/e01-119-06-09.png,finger,short,0.625
/drive/MyDrive/Comp 542/IAM/words/n01/n01-057/n01-057-07-04.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c03/c03-094c/c03-094c-05-04.png,not,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n04/n04-202/n04-202-05-00.png,lying,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042e/g06-042e-05-03.png,notice,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031k/g06-031k-04-00.png,People,short,0.625
/drive/MyDrive/Comp 542/IAM/words/k04/k04-039/k04-039-03-08.png,',very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l04/l04-106/l04-106-02-02.png,their,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a01/a01-068u/a01-068u-05-02.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m06/m06-098/m06-098-02-03.png,',very short,0.0
/drive/MyDrive/Comp 542/IAM/words/n04/n04-075/n04-075-07-01.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/r03/r03-002/r03-002-05-06.png,oxygen-,short,0.75
/drive/MyDrive/Comp 542/IAM/words/b06/b06-110/b06-110-02-01.png,denied,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g01/g01-045/g01-045-01-03.png,his,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a05/a05-025/a05-025-09-00.png,Sir,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n02/n02-009/n02-009-03-09.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g07/g07-034/g07-034-01-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031c/g06-031c-00-07.png,',very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g04/g04-032/g04-032-05-05.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l04/l04-113/l04-113-01-04.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/n02/n02-157/n02-157-00-01.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n01/n01-057/n01-057-02-03.png,temporary,short,1.0
/drive/MyDrive/Comp 542/IAM/words/m02/m02-055/m02-055-07-04.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042j/g06-042j-05-04.png,had,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f04/f04-096/f04-096-06-02.png,this,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011c/g06-011c-01-02.png,He,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/p02/p02-109/p02-109-08-01.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b06/b06-049/b06-049-05-05.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d06/d06-091/d06-091-09-05.png,not,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n04/n04-068/n04-068-03-03.png,leave,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n02/n02-054/n02-054-08-07.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m02/m02-080/m02-080-07-06.png,The,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a03/a03-054/a03-054-01-07.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/h06/h06-089/h06-089-05-07.png,same,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f04/f04-079/f04-079-09-00.png,door,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n03/n03-091/n03-091-01-03.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h04/h04-061/h04-061-10-01.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n02/n02-040/n02-040-04-02.png,you,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a06/a06-036/a06-036-03-04.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-122u/a01-122u-06-01.png,children,short,0.875
/drive/MyDrive/Comp 542/IAM/words/n03/n03-082/n03-082-04-02.png,fool,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/r06/r06-111/r06-111-03-05.png,said,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/d06/d06-107/d06-107-09-01.png,does,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/b02/b02-035/b02-035-10-03.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042o/g06-042o-00-03.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e06/e06-070/e06-070-08-04.png,fish,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m02/m02-090/m02-090-06-04.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l07/l07-118/l07-118-04-07.png,one,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-072u/a01-072u-05-07.png,have,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/b05/b05-088/b05-088-00-00.png,Their,short,0.5
/drive/MyDrive/Comp 542/IAM/words/l04/l04-136/l04-136-03-04.png,have,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f04/f04-053/f04-053-02-03.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/d04/d04-086/d04-086-02-11.png,our,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d06/d06-011/d06-011-00-03.png,may,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m02/m02-072/m02-072-05-08.png,when,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/l04/l04-124/l04-124-01-04.png,him,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-007x/a01-007x-06-06.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g04/g04-007/g04-007-05-00.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c04/c04-139/c04-139-06-04.png,(,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037r/g06-037r-04-00.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-026i/g06-026i-04-02.png,Whigs,short,0.5
/drive/MyDrive/Comp 542/IAM/words/e04/e04-062/e04-062-01-07.png,Be,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031m/g06-031m-04-08.png,return,short,0.625
/drive/MyDrive/Comp 542/IAM/words/e04/e04-127/e04-127-04-06.png,materials,short,1.0
/drive/MyDrive/Comp 542/IAM/words/j04/j04-080/j04-080-08-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g01/g01-016/g01-016-04-08.png,brilliant,short,1.0
/drive/MyDrive/Comp 542/IAM/words/r03/r03-030/r03-030-06-00.png,red,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c06/c06-100/c06-100-03-03.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b06/b06-082/b06-082-06-05.png,has,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c06/c06-058/c06-058-02-03.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-077/a01-077-06-01.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/m03/m03-110/m03-110-01-00.png,Mr,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047r/g06-047r-00-08.png,Francis,short,0.75
/drive/MyDrive/Comp 542/IAM/words/h04/h04-061/h04-061-00-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-084d/c03-084d-03-01.png,them,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/d06/d06-100/d06-100-00-08.png,our,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b01/b01-094/b01-094-07-02.png,this,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-007d/c03-007d-06-07.png,sacred,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018c/g06-018c-02-11.png,but,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k02/k02-023/k02-023-02-13.png,your,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m02/m02-055/m02-055-00-05.png,six,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c06/c06-005/c06-005-08-03.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045d/g06-045d-04-02.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e02/e02-018/e02-018-02-02.png,removed,short,0.75
/drive/MyDrive/Comp 542/IAM/words/k07/k07-077/k07-077-05-09.png,still,short,0.5
/drive/MyDrive/Comp 542/IAM/words/f07/f07-019a/f07-019a-08-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f04/f04-068/f04-068-06-00.png,occurred,short,0.875
/drive/MyDrive/Comp 542/IAM/words/e04/e04-011/e04-011-07-03.png,panel,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a06/a06-057/a06-057-00-04.png,Mr.,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/p03/p03-012/p03-012-04-03.png,they,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e04/e04-068/e04-068-00-08.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c06/c06-005/c06-005-00-04.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f04/f04-093/f04-093-06-04.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a05/a05-029/a05-029-01-05.png,The,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a06/a06-124/a06-124-05-02.png,special,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011e/g06-011e-06-09.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n04/n04-213/n04-213-03-04.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e07/e07-105/e07-105-05-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-049u/a01-049u-05-05.png,by,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e04/e04-095/e04-095-01-01.png,this,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n01/n01-057/n01-057-02-01.png,at,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l01/l01-111/l01-111-04-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c01/c01-014/c01-014-04-02.png,his,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b04/b04-054/b04-054-05-05.png,end,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m03/m03-118/m03-118-03-03.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047c/g06-047c-05-02.png,Europe,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-026g/g06-026g-01-01.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a05/a05-039/a05-039-06-05.png,like,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e04/e04-038/e04-038-02-02.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l04/l04-141/l04-141-03-12.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011f/g06-011f-07-03.png,very,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/d04/d04-086/d04-086-04-04.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c06/c06-083/c06-083-06-06.png,(,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/e01/e01-092/e01-092-04-01.png,becomes,short,0.75
/drive/MyDrive/Comp 542/IAM/words/k04/k04-106/k04-106-01-08.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018l/g06-018l-04-11.png,much,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m04/m04-072/m04-072-01-10.png,For,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e07/e07-101/e07-101-02-06.png,planting,short,0.875
/drive/MyDrive/Comp 542/IAM/words/d06/d06-104/d06-104-03-05.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-113u/a01-113u-04-06.png,be,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n06/n06-175/n06-175-03-05.png,Palace,short,0.625
/drive/MyDrive/Comp 542/IAM/words/c03/c03-087d/c03-087d-08-02.png,which,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a04/a04-003/a04-003-02-02.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e06/e06-033/e06-033-08-01.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k07/k07-059a/k07-059a-04-06.png,mouth,short,0.5
/drive/MyDrive/Comp 542/IAM/words/e07/e07-000/e07-000-04-05.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/f07/f07-000b/f07-000b-01-06.png,an,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d06/d06-111/d06-111-02-11.png,got,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/h07/h07-080/h07-080-00-03.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k04/k04-005/k04-005-06-00.png,coffer,short,0.625
/drive/MyDrive/Comp 542/IAM/words/n02/n02-151/n02-151-04-03.png,come,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g04/g04-014/g04-014-05-01.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018n/g06-018n-06-05.png,better,short,0.625
/drive/MyDrive/Comp 542/IAM/words/c04/c04-156/c04-156-06-05.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/d06/d06-046/d06-046-05-04.png,like,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c06/c06-058/c06-058-04-06.png,author,short,0.625
/drive/MyDrive/Comp 542/IAM/words/f04/f04-100/f04-100-09-02.png,but,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b06/b06-093/b06-093-08-00.png,ballyhoo,short,0.875
/drive/MyDrive/Comp 542/IAM/words/f04/f04-093/f04-093-07-01.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a04/a04-066/a04-066-02-00.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/f04/f04-007/f04-007-04-06.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m02/m02-059/m02-059-03-03.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/p03/p03-158/p03-158-02-07.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l04/l04-118/l04-118-02-01.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/r06/r06-143/r06-143-01-05.png,had,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/r02/r02-109/r02-109-07-06.png,quite,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n04/n04-183/n04-183-04-08.png,Pericles,short,0.875
/drive/MyDrive/Comp 542/IAM/words/c03/c03-003b/c03-003b-04-04.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-007u/a01-007u-00-07.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e01/e01-119/e01-119-04-00.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l04/l04-113/l04-113-02-11.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/p03/p03-151/p03-151-07-04.png,be,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e04/e04-103/e04-103-00-07.png,are,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n04/n04-000/n04-000-03-03.png,with,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e04/e04-026/e04-026-04-03.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e04/e04-099/e04-099-02-07.png,Use,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c04/c04-165/c04-165-03-08.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a06/a06-036/a06-036-07-06.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e07/e07-090/e07-090-02-08.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e02/e02-082/e02-082-00-06.png,because,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g07/g07-026a/g07-026a-00-07.png,had,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a06/a06-124/a06-124-00-06.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a02/a02-111/a02-111-04-00.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l04/l04-102/l04-102-01-04.png,saw,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-026p/g06-026p-00-11.png,have,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a01/a01-014/a01-014-03-01.png,We,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b06/b06-023/b06-023-00-05.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011l/g06-011l-03-02.png,arrived,short,0.75
/drive/MyDrive/Comp 542/IAM/words/a04/a04-092/a04-092-06-09.png,Russell,short,0.75
/drive/MyDrive/Comp 542/IAM/words/m04/m04-093/m04-093-00-06.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m03/m03-062/m03-062-08-04.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/p03/p03-121/p03-121-04-02.png,me,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/p02/p02-105/p02-105-04-04.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b03/b03-087/b03-087-04-07.png,patience,short,0.875
/drive/MyDrive/Comp 542/IAM/words/f01/f01-066/f01-066-07-03.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f01/f01-058/f01-058-04-04.png,feet,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m03/m03-110/m03-110-03-00.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e04/e04-095/e04-095-01-02.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a01/a01-087u/a01-087u-03-05.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f04/f04-049/f04-049-00-03.png,known,short,0.5
/drive/MyDrive/Comp 542/IAM/words/c03/c03-087c/c03-087c-01-05.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n04/n04-209/n04-209-00-09.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/j04/j04-012/j04-012-05-06.png,chemical,short,0.875
/drive/MyDrive/Comp 542/IAM/words/j06/j06-018/j06-018-10-00.png,incidence,short,1.0
/drive/MyDrive/Comp 542/IAM/words/b04/b04-020/b04-020-00-00.png,Supplies,short,0.875
/drive/MyDrive/Comp 542/IAM/words/d07/d07-085/d07-085-05-05.png,The,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-003e/c03-003e-02-07.png,visual,short,0.625
/drive/MyDrive/Comp 542/IAM/words/a01/a01-132x/a01-132x-07-03.png,be,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e07/e07-108/e07-108-04-04.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g05/g05-094/g05-094-02-05.png,soldiers,short,0.875
/drive/MyDrive/Comp 542/IAM/words/a01/a01-132/a01-132-07-03.png,economic,short,0.875
/drive/MyDrive/Comp 542/IAM/words/e06/e06-049/e06-049-02-02.png,flat,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e07/e07-105/e07-105-06-00.png,inclined,short,0.875
/drive/MyDrive/Comp 542/IAM/words/f07/f07-081a/f07-081a-06-03.png,same,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/d01/d01-104/d01-104-07-00.png,sheets,short,0.625
/drive/MyDrive/Comp 542/IAM/words/c03/c03-000d/c03-000d-02-03.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/n06/n06-186/n06-186-03-04.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a04/a04-039/a04-039-07-02.png,Soviet,short,0.625
/drive/MyDrive/Comp 542/IAM/words/f07/f07-088b/f07-088b-03-01.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/p03/p03-142/p03-142-05-09.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a04/a04-039/a04-039-05-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m04/m04-113/m04-113-03-06.png,up,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a04/a04-027/a04-027-04-09.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c04/c04-080/c04-080-05-01.png,his,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b06/b06-090/b06-090-04-02.png,foreign,short,0.75
/drive/MyDrive/Comp 542/IAM/words/a05/a05-116/a05-116-02-06.png,way,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-026d/g06-026d-00-02.png,life,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n06/n06-163/n06-163-03-09.png,men,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b01/b01-094/b01-094-04-06.png,for,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b04/b04-107/b04-107-02-03.png,orderly,short,0.75
/drive/MyDrive/Comp 542/IAM/words/f04/f04-011/f04-011-06-06.png,Walworth,short,0.875
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011k/g06-011k-02-01.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c03/c03-003b/c03-003b-02-05.png,qualities,short,1.0
/drive/MyDrive/Comp 542/IAM/words/m01/m01-160/m01-160-00-03.png,wait,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a03/a03-050/a03-050-02-05.png,some,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/p02/p02-127/p02-127-03-07.png,what,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/l01/l01-133/l01-133-07-05.png,on,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n06/n06-092/n06-092-02-00.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l01/l01-095/l01-095-02-06.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a05/a05-000/a05-000-02-04.png,for,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-003a/c03-003a-01-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050j/g06-050j-01-06.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m06/m06-076/m06-076-01-04.png,Do,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g04/g04-095/g04-095-04-08.png,made,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-096b/c03-096b-04-08.png,hopes,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031g/g06-031g-03-07.png,People,short,0.625
/drive/MyDrive/Comp 542/IAM/words/b01/b01-073/b01-073-07-07.png,UN,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/h02/h02-004/h02-004-07-08.png,clear,short,0.5
/drive/MyDrive/Comp 542/IAM/words/c06/c06-091/c06-091-00-05.png,budge,short,0.5
/drive/MyDrive/Comp 542/IAM/words/l04/l04-124/l04-124-04-05.png,what,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/d01/d01-019/d01-019-05-14.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l07/l07-135/l07-135-00-05.png,being,short,0.5
/drive/MyDrive/Comp 542/IAM/words/c04/c04-066/c04-066-01-05.png,Sing,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n02/n02-157/n02-157-05-08.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/p02/p02-022/p02-022-01-10.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/n06/n06-123/n06-123-06-01.png,or,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-089/g06-089-01-07.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047p/g06-047p-01-06.png,two,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f02/f02-038/f02-038-04-04.png,but,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m04/m04-019/m04-019-00-02.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m01/m01-100/m01-100-00-01.png,Thetans,short,0.75
